city	month	avg_max_temperature	avg_min_temperature	avg_precipitation	histroy_max_temperature	histroy_min_temperature
民和	1月	1℃	-12℃	2mm	14℃(1977)	14℃(1977)
民和	2月	5℃	-8℃	3mm	19℃(1978)	19℃(1978)
民和	3月	11℃	-2℃	9mm	27℃(2007)	27℃(2007)
民和	4月	18℃	4℃	20mm	32℃(1994)	32℃(1994)
民和	5月	22℃	9℃	43mm	32℃(1981)	32℃(1981)
民和	6月	25℃	12℃	42mm	34℃(1966)	34℃(1966)
民和	7月	27℃	14℃	67mm	37℃(2000)	37℃(2000)
民和	8月	26℃	14℃	83mm	35℃(1986)	35℃(1986)
民和	9月	21℃	10℃	51mm	32℃(1977)	32℃(1977)
民和	10月	15℃	3℃	25mm	26℃(1987)	26℃(1987)
民和	11月	8℃	-3℃	4mm	22℃(2003)	22℃(2003)
民和	12月	3℃	-10℃	1mm	16℃(1991)	16℃(1991)
民勤	1月	-1℃	-15℃	1mm	16℃(1969)	16℃(1969)
民勤	2月	3℃	-12℃	1mm	21℃(1992)	21℃(1992)
民勤	3月	11℃	-5℃	3mm	27℃(2003)	27℃(2003)
民勤	4月	18℃	3℃	5mm	34℃(2004)	34℃(2004)
民勤	5月	24℃	9℃	11mm	35℃(1978)	35℃(1978)
民勤	6月	29℃	13℃	15mm	37℃(1966)	37℃(1966)
民勤	7月	31℃	16℃	22mm	41℃(1997)	41℃(1997)
民勤	8月	29℃	15℃	31mm	40℃(1953)	40℃(1953)
民勤	9月	24℃	9℃	18mm	35℃(1998)	35℃(1998)
民勤	10月	16℃	1℃	7mm	28℃(1959)	28℃(1959)
民勤	11月	8℃	-6℃	2mm	22℃(1987)	22℃(1987)
民勤	12月	1℃	-13℃	0mm	17℃(1998)	17℃(1998)
岷县	1月	2℃	-13℃	3mm	18℃(2006)	18℃(2006)
岷县	2月	5℃	-9℃	5mm	20℃(1974)	20℃(1974)
岷县	3月	10℃	-3℃	17mm	27℃(1955)	27℃(1955)
岷县	4月	15℃	1℃	44mm	30℃(1998)	30℃(1998)
岷县	5月	18℃	5℃	79mm	29℃(1981)	29℃(1981)
岷县	6月	21℃	8℃	80mm	32℃(1966)	32℃(1966)
岷县	7月	23℃	11℃	107mm	33℃(2000)	33℃(2000)
岷县	8月	23℃	10℃	104mm	31℃(1953)	31℃(1953)
岷县	9月	18℃	7℃	84mm	30℃(1997)	30℃(1997)
岷县	10月	13℃	2℃	46mm	26℃(1951)	26℃(1951)
岷县	11月	8℃	-4℃	7mm	20℃(1994)	20℃(1994)
岷县	12月	4℃	-11℃	2mm	15℃(2008)	15℃(2008)
明水	1月	-15℃	-25℃	3mm	-1℃(1974)	-1℃(1974)
明水	2月	-10℃	-21℃	3mm	10℃(1960)	10℃(1960)
明水	3月	1℃	-11℃	6mm	20℃(1990)	20℃(1990)
明水	4月	12℃	-1℃	19mm	30℃(1982)	30℃(1982)
明水	5月	20℃	7℃	36mm	33℃(1966)	33℃(1966)
明水	6月	25℃	14℃	81mm	39℃(2001)	39℃(2001)
明水	7月	27℃	17℃	158mm	38℃(2001)	38℃(2001)
明水	8月	25℃	16℃	110mm	36℃(1982)	36℃(1982)
明水	9月	19℃	8℃	51mm	31℃(1994)	31℃(1994)
明水	10月	10℃	-1℃	18mm	26℃(2004)	26℃(2004)
明水	11月	-2℃	-12℃	5mm	15℃(2006)	15℃(2006)
明水	12月	-12℃	-22℃	4mm	5℃(2004)	5℃(2004)
漠河	1月	-21℃	-36℃	5mm	-5℃(2000)	-5℃(2000)
漠河	2月	-13℃	-33℃	4mm	6℃(1998)	6℃(1998)
漠河	3月	-3℃	-24℃	7mm	16℃(1990)	16℃(1990)
漠河	4月	8℃	-8℃	21mm	28℃(2008)	28℃(2008)
漠河	5月	17℃	0℃	35mm	35℃(1992)	35℃(1992)
漠河	6月	24℃	7℃	67mm	37℃(1980)	37℃(1980)
漠河	7月	26℃	11℃	100mm	38℃(1994)	38℃(1994)
漠河	8月	23℃	9℃	100mm	36℃(2005)	36℃(2005)
漠河	9月	16℃	1℃	51mm	32℃(1966)	32℃(1966)
漠河	10月	5℃	-10℃	21mm	25℃(2006)	25℃(2006)
漠河	11月	-11℃	-25℃	12mm	10℃(2006)	10℃(2006)
漠河	12月	-21℃	-34℃	7mm	-3℃(1981)	-3℃(1981)
牡丹江	1月	-11℃	-23℃	5mm	5℃(1967)	5℃(1967)
牡丹江	2月	-6℃	-19℃	6mm	12℃(1960)	12℃(1960)
牡丹江	3月	3℃	-10℃	12mm	20℃(1971)	20℃(1971)
牡丹江	4月	14℃	0℃	26mm	30℃(1999)	30℃(1999)
牡丹江	5月	21℃	7℃	54mm	35℃(1951)	35℃(1951)
牡丹江	6月	25℃	13℃	83mm	36℃(1978)	36℃(1978)
牡丹江	7月	28℃	17℃	123mm	38℃(1997)	38℃(1997)
牡丹江	8月	27℃	16℃	124mm	36℃(1982)	36℃(1982)
牡丹江	9月	21℃	9℃	61mm	32℃(1977)	32℃(1977)
牡丹江	10月	13℃	0℃	33mm	29℃(1978)	29℃(1978)
牡丹江	11月	1℃	-10℃	14mm	20℃(2003)	20℃(2003)
牡丹江	12月	-8℃	-19℃	7mm	9℃(1958)	9℃(1958)
木里	1月	13℃	-1℃	3mm	24℃(2006)	24℃(2006)
木里	2月	15℃	0℃	4mm	26℃(1991)	26℃(1991)
木里	3月	19℃	4℃	8mm	30℃(2007)	30℃(2007)
木里	4月	22℃	7℃	18mm	31℃(1999)	31℃(1999)
木里	5月	24℃	11℃	57mm	33℃(1979)	33℃(1979)
木里	6月	24℃	13℃	151mm	33℃(1982)	33℃(1982)
木里	7月	23℃	14℃	214mm	34℃(1983)	34℃(1983)
木里	8月	23℃	13℃	191mm	31℃(1994)	31℃(1994)
木里	9月	21℃	12℃	125mm	32℃(2006)	32℃(2006)
木里	10月	19℃	8℃	47mm	27℃(2003)	27℃(2003)
木里	11月	16℃	2℃	9mm	23℃(1996)	23℃(1996)
木里	12月	14℃	-1℃	3mm	23℃(2002)	23℃(2002)
内江	1月	10℃	5℃	14mm	19℃(1952)	19℃(1952)
内江	2月	12℃	7℃	18mm	24℃(1978)	24℃(1978)
内江	3月	18℃	10℃	26mm	32℃(1973)	32℃(1973)
内江	4月	23℃	15℃	56mm	36℃(1978)	36℃(1978)
内江	5月	27℃	19℃	106mm	39℃(1969)	39℃(1969)
内江	6月	29℃	21℃	167mm	38℃(1969)	38℃(1969)
内江	7月	31℃	24℃	217mm	41℃(1952)	41℃(1952)
内江	8月	32℃	23℃	186mm	40℃(1972)	40℃(1972)
内江	9月	26℃	20℃	131mm	40℃(1995)	40℃(1995)
内江	10月	21℃	16℃	69mm	31℃(1978)	31℃(1978)
内江	11月	17℃	11℃	30mm	26℃(1979)	26℃(1979)
内江	12月	12℃	7℃	14mm	21℃(1968)	21℃(1968)
那坡	1月	15℃	8℃	20mm	27℃(1994)	27℃(1994)
那坡	2月	17℃	10℃	21mm	31℃(1973)	31℃(1973)
那坡	3月	21℃	14℃	37mm	33℃(1958)	33℃(1958)
那坡	4月	26℃	17℃	64mm	36℃(2008)	36℃(2008)
那坡	5月	28℃	20℃	159mm	36℃(2003)	36℃(2003)
那坡	6月	29℃	21℃	250mm	36℃(1958)	36℃(1958)
那坡	7月	29℃	22℃	270mm	35℃(2004)	35℃(2004)
那坡	8月	29℃	21℃	269mm	35℃(1990)	35℃(1990)
那坡	9月	28℃	19℃	152mm	35℃(1990)	35℃(1990)
那坡	10月	24℃	16℃	87mm	32℃(1975)	32℃(1975)
那坡	11月	21℃	12℃	45mm	31℃(1974)	31℃(1974)
那坡	12月	17℃	9℃	20mm	35℃(1968)	35℃(1968)
那曲	1月	-3℃	-22℃	3mm	11℃(2007)	11℃(2007)
那曲	2月	-1℃	-19℃	3mm	10℃(1972)	10℃(1972)
那曲	3月	3℃	-14℃	4mm	16℃(1999)	16℃(1999)
那曲	4月	7℃	-9℃	10mm	17℃(1976)	17℃(1976)
那曲	5月	11℃	-3℃	31mm	21℃(1995)	21℃(1995)
那曲	6月	15℃	1℃	84mm	24℃(1995)	24℃(1995)
那曲	7月	16℃	4℃	104mm	23℃(1972)	23℃(1972)
那曲	8月	15℃	3℃	97mm	22℃(2006)	22℃(2006)
那曲	9月	13℃	0℃	70mm	22℃(1994)	22℃(1994)
那曲	10月	8℃	-6℃	20mm	18℃(1981)	18℃(1981)
那曲	11月	2℃	-15℃	4mm	13℃(1981)	13℃(1981)
那曲	12月	-2℃	-20℃	3mm	12℃(1987)	12℃(1987)
那仁宝力格	1月	-15℃	-27℃	1mm	2℃(1979)	2℃(1979)
那仁宝力格	2月	-10℃	-24℃	2mm	9℃(1979)	9℃(1979)
那仁宝力格	3月	0℃	-15℃	3mm	21℃(2002)	21℃(2002)
那仁宝力格	4月	11℃	-4℃	6mm	30℃(1973)	30℃(1973)
那仁宝力格	5月	19℃	4℃	16mm	34℃(1991)	34℃(1991)
那仁宝力格	6月	24℃	10℃	36mm	36℃(1961)	36℃(1961)
那仁宝力格	7月	27℃	14℃	67mm	39℃(2000)	39℃(2000)
那仁宝力格	8月	25℃	12℃	61mm	37℃(2008)	37℃(2008)
那仁宝力格	9月	19℃	4℃	21mm	34℃(1999)	34℃(1999)
那仁宝力格	10月	10℃	-5℃	8mm	25℃(1987)	25℃(1987)
那仁宝力格	11月	-3℃	-16℃	3mm	16℃(1994)	16℃(1994)
那仁宝力格	12月	-12℃	-24℃	2mm	3℃(1968)	3℃(1968)
南昌	1月	9℃	3℃	69mm	25℃(1992)	25℃(1992)
南昌	2月	10℃	4℃	100mm	29℃(1962)	29℃(1962)
南昌	3月	15℃	8℃	167mm	33℃(1988)	33℃(1988)
南昌	4月	21℃	14℃	221mm	35℃(2005)	35℃(2005)
南昌	5月	26℃	19℃	262mm	37℃(1963)	37℃(1963)
南昌	6月	30℃	23℃	295mm	38℃(1961)	38℃(1961)
南昌	7月	34℃	26℃	132mm	41℃(1961)	41℃(1961)
南昌	8月	33℃	26℃	115mm	40℃(1966)	40℃(1966)
南昌	9月	29℃	22℃	73mm	39℃(1963)	39℃(1963)
南昌	10月	24℃	16℃	56mm	35℃(1983)	35℃(1983)
南昌	11月	18℃	10℃	65mm	31℃(1984)	31℃(1984)
南昌	12月	12℃	5℃	44mm	26℃(1968)	26℃(1968)
南城	1月	10℃	3℃	73mm	28℃(2008)	28℃(2008)
南城	2月	12℃	5℃	110mm	30℃(1979)	30℃(1979)
南城	3月	16℃	9℃	189mm	32℃(1988)	32℃(1988)
南城	4月	23℃	15℃	234mm	35℃(1987)	35℃(1987)
南城	5月	27℃	19℃	264mm	36℃(2004)	36℃(2004)
南城	6月	30℃	23℃	297mm	38℃(1961)	38℃(1961)
南城	7月	34℃	25℃	133mm	40℃(2003)	40℃(2003)
南城	8月	33℃	25℃	119mm	42℃(1953)	42℃(1953)
南城	9月	29℃	21℃	84mm	39℃(1963)	39℃(1963)
南城	10月	24℃	16℃	65mm	36℃(2005)	36℃(2005)
南城	11月	19℃	10℃	61mm	32℃(2003)	32℃(2003)
南城	12月	13℃	4℃	50mm	29℃(1968)	29℃(1968)
南充	1月	9℃	4℃	11mm	--	--
南充	2月	12℃	6℃	13mm	--	--
南充	3月	16℃	10℃	28mm	--	--
南充	4月	22℃	14℃	54mm	--	--
南充	5月	26℃	18℃	81mm	--	--
南充	6月	28℃	22℃	130mm	--	--
南充	7月	31℃	24℃	132mm	--	--
南充	8月	31℃	24℃	115mm	--	--
南充	9月	26℃	20℃	77mm	--	--
南充	10月	21℃	15℃	55mm	--	--
南充	11月	16℃	11℃	32mm	--	--
南充	12月	10℃	6℃	14mm	--	--
南京	1月	7℃	-1℃	39mm	21℃(1972)	21℃(1972)
南京	2月	9℃	1℃	49mm	26℃(1992)	26℃(1992)
南京	3月	14℃	5℃	76mm	30℃(2007)	30℃(2007)
南京	4月	20℃	11℃	86mm	34℃(1953)	34℃(1953)
南京	5月	26℃	16℃	96mm	36℃(1958)	36℃(1958)
南京	6月	29℃	21℃	169mm	38℃(1951)	38℃(1951)
南京	7月	32℃	25℃	192mm	40℃(1978)	40℃(1978)
南京	8月	32℃	24℃	129mm	41℃(1959)	41℃(1959)
南京	9月	27℃	19℃	82mm	39℃(1955)	39℃(1955)
南京	10月	22℃	13℃	54mm	33℃(2002)	33℃(2002)
南京	11月	16℃	7℃	52mm	29℃(1979)	29℃(1979)
南京	12月	10℃	1℃	29mm	23℃(1968)	23℃(1968)
南宁	1月	17℃	10℃	30mm	--	--
南宁	2月	18℃	12℃	30mm	--	--
南宁	3月	21℃	15℃	52mm	--	--
南宁	4月	27℃	20℃	58mm	--	--
南宁	5月	30℃	23℃	134mm	--	--
南宁	6月	32℃	25℃	165mm	--	--
南宁	7月	33℃	25℃	177mm	--	--
南宁	8月	33℃	25℃	127mm	--	--
南宁	9月	32℃	24℃	80mm	--	--
南宁	10月	28℃	20℃	39mm	--	--
南宁	11月	24℃	16℃	29mm	--	--
南宁	12月	20℃	12℃	17mm	--	--
南平	1月	15℃	6℃	60mm	29℃(2008)	29℃(2008)
南平	2月	16℃	8℃	104mm	30℃(1953)	30℃(1953)
南平	3月	20℃	11℃	183mm	34℃(1988)	34℃(1988)
南平	4月	25℃	16℃	213mm	36℃(1987)	36℃(1987)
南平	5月	28℃	20℃	282mm	38℃(1963)	38℃(1963)
南平	6月	31℃	22℃	283mm	38℃(1951)	38℃(1951)
南平	7月	35℃	24℃	136mm	42℃(2003)	42℃(2003)
南平	8月	34℃	24℃	137mm	41℃(2003)	41℃(2003)
南平	9月	31℃	22℃	97mm	39℃(2003)	39℃(2003)
南平	10月	27℃	17℃	65mm	37℃(1951)	37℃(1951)
南平	11月	22℃	12℃	46mm	34℃(1996)	34℃(1996)
南平	12月	17℃	7℃	41mm	30℃(1968)	30℃(1968)
南通	1月	7℃	0℃	45mm	20℃(2002)	20℃(2002)
南通	2月	8℃	1℃	50mm	25℃(1992)	25℃(1992)
南通	3月	13℃	5℃	73mm	27℃(2007)	27℃(2007)
南通	4月	19℃	10℃	80mm	33℃(2005)	33℃(2005)
南通	5月	24℃	15℃	98mm	34℃(1974)	34℃(1974)
南通	6月	28℃	20℃	182mm	37℃(1951)	37℃(1951)
南通	7月	31℃	25℃	183mm	39℃(2007)	39℃(2007)
南通	8月	31℃	24℃	133mm	40℃(2003)	40℃(2003)
南通	9月	27℃	20℃	107mm	39℃(1995)	39℃(1995)
南通	10月	22℃	14℃	54mm	32℃(2002)	32℃(2002)
南通	11月	16℃	8℃	49mm	28℃(1979)	28℃(1979)
南通	12月	10℃	2℃	32mm	23℃(2008)	23℃(2008)
南雄	1月	14℃	6℃	56mm	28℃(1966)	28℃(1966)
南雄	2月	15℃	8℃	96mm	31℃(1973)	31℃(1973)
南雄	3月	19℃	12℃	167mm	32℃(1960)	32℃(1960)
南雄	4月	24℃	17℃	213mm	34℃(2004)	34℃(2004)
南雄	5月	29℃	21℃	229mm	36℃(2000)	36℃(2000)
南雄	6月	31℃	23℃	230mm	37℃(1961)	37℃(1961)
南雄	7月	34℃	25℃	133mm	40℃(1971)	40℃(1971)
南雄	8月	33℃	24℃	144mm	40℃(2003)	40℃(2003)
南雄	9月	31℃	22℃	104mm	38℃(1963)	38℃(1963)
南雄	10月	27℃	17℃	57mm	36℃(2005)	36℃(2005)
南雄	11月	21℃	12℃	47mm	34℃(1996)	34℃(1996)
南雄	12月	16℃	7℃	39mm	30℃(1968)	30℃(1968)
南阳	1月	7℃	-3℃	14mm	21℃(2002)	21℃(2002)
南阳	2月	10℃	-1℃	16mm	23℃(1955)	23℃(1955)
南阳	3月	15℃	4℃	35mm	29℃(2007)	29℃(2007)
南阳	4月	21℃	10℃	55mm	34℃(1953)	34℃(1953)
南阳	5月	27℃	15℃	71mm	39℃(2007)	39℃(2007)
南阳	6月	31℃	20℃	108mm	41℃(1972)	41℃(1972)
南阳	7月	32℃	23℃	185mm	41℃(1966)	41℃(1966)
南阳	8月	31℃	22℃	136mm	40℃(1959)	40℃(1959)
南阳	9月	27℃	17℃	82mm	39℃(1999)	39℃(1999)
南阳	10月	22℃	11℃	52mm	34℃(1959)	34℃(1959)
南阳	11月	15℃	5℃	32mm	29℃(1979)	29℃(1979)
南阳	12月	9℃	-1℃	12mm	21℃(1971)	21℃(1971)
南岳	1月	4℃	-2℃	79mm	--	--
南岳	2月	5℃	0℃	83mm	--	--
南岳	3月	9℃	3℃	126mm	--	--
南岳	4月	15℃	9℃	152mm	--	--
南岳	5月	19℃	14℃	208mm	--	--
南岳	6月	22℃	17℃	193mm	--	--
南岳	7月	25℃	19℃	146mm	--	--
南岳	8月	24℃	19℃	158mm	--	--
南岳	9月	20℃	15℃	145mm	--	--
南岳	10月	16℃	10℃	104mm	--	--
南岳	11月	12℃	6℃	70mm	--	--
南岳	12月	7℃	1℃	44mm	--	--
囊谦	1月	3℃	-13℃	3mm	18℃(2007)	18℃(2007)
囊谦	2月	5℃	-10℃	4mm	17℃(2001)	17℃(2001)
囊谦	3月	9℃	-6℃	6mm	24℃(1999)	24℃(1999)
囊谦	4月	13℃	-2℃	14mm	24℃(1999)	24℃(1999)
囊谦	5月	17℃	2℃	53mm	26℃(1967)	26℃(1967)
囊谦	6月	19℃	6℃	112mm	29℃(1995)	29℃(1995)
囊谦	7月	21℃	8℃	117mm	29℃(2006)	29℃(2006)
囊谦	8月	20℃	7℃	104mm	28℃(2006)	28℃(2006)
囊谦	9月	18℃	4℃	85mm	25℃(2006)	25℃(2006)
囊谦	10月	13℃	-1℃	30mm	25℃(2007)	25℃(2007)
囊谦	11月	8℃	-8℃	3mm	19℃(1964)	19℃(1964)
囊谦	12月	4℃	-13℃	1mm	16℃(1987)	16℃(1987)
嫩江	1月	-17℃	-31℃	4mm	0℃(1974)	0℃(1974)
嫩江	2月	-11℃	-27℃	3mm	6℃(1998)	6℃(1998)
嫩江	3月	-1℃	-16℃	6mm	20℃(1990)	20℃(1990)
嫩江	4月	11℃	-3℃	21mm	29℃(1971)	29℃(1971)
嫩江	5月	19℃	4℃	36mm	37℃(1985)	37℃(1985)
嫩江	6月	25℃	12℃	74mm	40℃(2001)	40℃(2001)
嫩江	7月	27℃	15℃	134mm	38℃(2002)	38℃(2002)
嫩江	8月	25℃	13℃	110mm	36℃(1955)	36℃(1955)
嫩江	9月	19℃	5℃	61mm	31℃(2007)	31℃(2007)
嫩江	10月	9℃	-4℃	21mm	27℃(2006)	27℃(2006)
嫩江	11月	-5℃	-17℃	6mm	13℃(1965)	13℃(1965)
嫩江	12月	-15℃	-27℃	5mm	4℃(1958)	4℃(1958)
尼木	1月	7℃	-12℃	0mm	19℃(1989)	19℃(1989)
尼木	2月	9℃	-9℃	1mm	19℃(2001)	19℃(2001)
尼木	3月	12℃	-5℃	2mm	23℃(1999)	23℃(1999)
尼木	4月	16℃	0℃	6mm	24℃(1999)	24℃(1999)
尼木	5月	20℃	4℃	23mm	28℃(1995)	28℃(1995)
尼木	6月	23℃	8℃	56mm	29℃(1995)	29℃(1995)
尼木	7月	23℃	9℃	97mm	29℃(1983)	29℃(1983)
尼木	8月	21℃	9℃	104mm	28℃(2003)	28℃(2003)
尼木	9月	20℃	6℃	52mm	27℃(2006)	27℃(2006)
尼木	10月	17℃	0℃	8mm	24℃(1981)	24℃(1981)
尼木	11月	12℃	-7℃	1mm	22℃(1981)	22℃(1981)
尼木	12月	9℃	-11℃	1mm	18℃(1994)	18℃(1994)
聂拉木	1月	3℃	-8℃	40mm	16℃(1990)	16℃(1990)
聂拉木	2月	3℃	-8℃	55mm	18℃(1993)	18℃(1993)
聂拉木	3月	6℃	-5℃	63mm	18℃(2004)	18℃(2004)
聂拉木	4月	9℃	-2℃	50mm	18℃(1999)	18℃(1999)
聂拉木	5月	12℃	2℃	33mm	21℃(1998)	21℃(1998)
聂拉木	6月	14℃	6℃	63mm	22℃(1990)	22℃(1990)
聂拉木	7月	15℃	8℃	81mm	22℃(1983)	22℃(1983)
聂拉木	8月	15℃	7℃	79mm	22℃(1983)	22℃(1983)
聂拉木	9月	13℃	5℃	81mm	19℃(2004)	19℃(2004)
聂拉木	10月	10℃	-1℃	58mm	18℃(1983)	18℃(1983)
聂拉木	11月	7℃	-5℃	13mm	16℃(2001)	16℃(2001)
聂拉木	12月	5℃	-7℃	27mm	17℃(1971)	17℃(1971)
宁波	1月	9℃	2℃	67mm	24℃(1983)	24℃(1983)
宁波	2月	10℃	3℃	76mm	30℃(2001)	30℃(2001)
宁波	3月	14℃	6℃	114mm	34℃(1988)	34℃(1988)
宁波	4月	20℃	12℃	112mm	35℃(2005)	35℃(2005)
宁波	5月	25℃	17℃	134mm	36℃(1991)	36℃(1991)
宁波	6月	28℃	21℃	198mm	39℃(2003)	39℃(2003)
宁波	7月	33℃	25℃	151mm	41℃(2005)	41℃(2005)
宁波	8月	32℃	25℃	157mm	41℃(2003)	41℃(2003)
宁波	9月	28℃	21℃	189mm	39℃(1995)	39℃(1995)
宁波	10月	23℃	15℃	83mm	35℃(1984)	35℃(1984)
宁波	11月	18℃	10℃	66mm	31℃(1965)	31℃(1965)
宁波	12月	12℃	4℃	54mm	27℃(1968)	27℃(1968)
宁德	1月	14℃	8℃	80mm	25℃(1998)	25℃(1998)
宁德	2月	15℃	8℃	107mm	29℃(2004)	29℃(2004)
宁德	3月	17℃	11℃	142mm	31℃(2000)	31℃(2000)
宁德	4月	22℃	15℃	146mm	34℃(2006)	34℃(2006)
宁德	5月	26℃	20℃	223mm	36℃(1994)	36℃(1994)
宁德	6月	30℃	23℃	303mm	38℃(1995)	38℃(1995)
宁德	7月	33℃	26℃	215mm	40℃(2005)	40℃(2005)
宁德	8月	32℃	26℃	314mm	38℃(1998)	38℃(1998)
宁德	9月	30℃	23℃	180mm	38℃(1995)	38℃(1995)
宁德	10月	26℃	19℃	92mm	33℃(2005)	33℃(2005)
宁德	11月	22℃	15℃	73mm	32℃(2005)	32℃(2005)
宁德	12月	17℃	10℃	77mm	26℃(1997)	26℃(1997)
宁冈	1月	11℃	2℃	67mm	29℃(1969)	29℃(1969)
宁冈	2月	12℃	4℃	106mm	32℃(1979)	32℃(1979)
宁冈	3月	17℃	8℃	156mm	36℃(1988)	36℃(1988)
宁冈	4月	23℃	14℃	196mm	36℃(1987)	36℃(1987)
宁冈	5月	28℃	18℃	211mm	37℃(1991)	37℃(1991)
宁冈	6月	31℃	21℃	224mm	38℃(1961)	38℃(1961)
宁冈	7月	35℃	23℃	118mm	40℃(1988)	40℃(1988)
宁冈	8月	34℃	23℃	165mm	41℃(1998)	41℃(1998)
宁冈	9月	30℃	20℃	96mm	39℃(1963)	39℃(1963)
宁冈	10月	25℃	14℃	78mm	37℃(1992)	37℃(1992)
宁冈	11月	19℃	9℃	67mm	34℃(1984)	34℃(1984)
宁冈	12月	14℃	4℃	46mm	29℃(1968)	29℃(1968)
怒江	1月	21℃	8℃	19mm	26℃(2005)	26℃(2005)
怒江	2月	23℃	10℃	30mm	30℃(2006)	30℃(2006)
怒江	3月	26℃	14℃	38mm	36℃(2007)	36℃(2007)
怒江	4月	28℃	16℃	47mm	36℃(2003)	36℃(2003)
怒江	5月	30℃	19℃	133mm	39℃(2005)	39℃(2005)
怒江	6月	30℃	22℃	130mm	38℃(2005)	38℃(2005)
怒江	7月	30℃	22℃	162mm	35℃(2007)	35℃(2007)
怒江	8月	30℃	22℃	143mm	36℃(2006)	36℃(2006)
怒江	9月	29℃	20℃	122mm	34℃(2006)	34℃(2006)
怒江	10月	27℃	17℃	114mm	33℃(2007)	33℃(2007)
怒江	11月	24℃	12℃	17mm	29℃(2006)	29℃(2006)
怒江	12月	21℃	9℃	9mm	26℃(2003)	26℃(2003)
帕里	1月	1℃	-17℃	5mm	16℃(2007)	16℃(2007)
帕里	2月	2℃	-15℃	8mm	14℃(1985)	14℃(1985)
帕里	3月	4℃	-10℃	21mm	16℃(2004)	16℃(2004)
帕里	4月	7℃	-5℃	27mm	17℃(1959)	17℃(1959)
帕里	5月	10℃	-1℃	28mm	17℃(1956)	17℃(1956)
帕里	6月	13℃	3℃	52mm	19℃(1970)	19℃(1970)
帕里	7月	13℃	4℃	102mm	19℃(1983)	19℃(1983)
帕里	8月	13℃	4℃	97mm	17℃(1983)	17℃(1983)
帕里	9月	11℃	2℃	51mm	16℃(1983)	16℃(1983)
帕里	10月	8℃	-5℃	27mm	17℃(1972)	17℃(1972)
帕里	11月	5℃	-11℃	4mm	16℃(1976)	16℃(1976)
帕里	12月	4℃	-16℃	2mm	13℃(2004)	13℃(2004)
攀枝花	1月	22℃	7℃	6mm	29℃(2005)	29℃(2005)
攀枝花	2月	25℃	10℃	4mm	33℃(1999)	33℃(1999)
攀枝花	3月	29℃	14℃	8mm	36℃(2004)	36℃(2004)
攀枝花	4月	32℃	18℃	13mm	38℃(1999)	38℃(1999)
攀枝花	5月	32℃	20℃	60mm	40℃(2005)	40℃(2005)
攀枝花	6月	32℃	21℃	142mm	40℃(1998)	40℃(1998)
攀枝花	7月	31℃	21℃	222mm	38℃(1993)	38℃(1993)
攀枝花	8月	31℃	21℃	185mm	38℃(1988)	38℃(1988)
攀枝花	9月	28℃	19℃	136mm	35℃(1995)	35℃(1995)
攀枝花	10月	26℃	16℃	60mm	34℃(1998)	34℃(1998)
攀枝花	11月	23℃	11℃	17mm	31℃(2002)	31℃(2002)
攀枝花	12月	21℃	7℃	2mm	28℃(2002)	28℃(2002)
盘县	1月	12℃	3℃	19mm	27℃(1960)	27℃(1960)
盘县	2月	14℃	5℃	22mm	31℃(1996)	31℃(1996)
盘县	3月	20℃	8℃	26mm	32℃(1975)	32℃(1975)
盘县	4月	24℃	12℃	49mm	37℃(1952)	37℃(1952)
盘县	5月	25℃	15℃	163mm	35℃(1994)	35℃(1994)
盘县	6月	26℃	17℃	292mm	34℃(1958)	34℃(1958)
盘县	7月	27℃	18℃	258mm	34℃(1952)	34℃(1952)
盘县	8月	26℃	17℃	225mm	35℃(1953)	35℃(1953)
盘县	9月	24℃	15℃	160mm	32℃(1974)	32℃(1974)
盘县	10月	20℃	12℃	106mm	31℃(1953)	31℃(1953)
盘县	11月	17℃	8℃	38mm	31℃(1952)	31℃(1952)
盘县	12月	14℃	4℃	17mm	29℃(1998)	29℃(1998)
皮山	1月	1℃	-11℃	2mm	19℃(2000)	19℃(2000)
皮山	2月	6℃	-6℃	3mm	22℃(1962)	22℃(1962)
皮山	3月	15℃	2℃	3mm	30℃(1964)	30℃(1964)
皮山	4月	24℃	9℃	4mm	35℃(1988)	35℃(1988)
皮山	5月	28℃	14℃	12mm	37℃(2000)	37℃(2000)
皮山	6月	32℃	17℃	8mm	40℃(2005)	40℃(2005)
皮山	7月	33℃	19℃	8mm	42℃(1997)	42℃(1997)
皮山	8月	32℃	17℃	5mm	41℃(1984)	41℃(1984)
皮山	9月	28℃	12℃	5mm	37℃(1961)	37℃(1961)
皮山	10月	21℃	5℃	2mm	30℃(1987)	30℃(1987)
皮山	11月	11℃	-3℃	1mm	25℃(2003)	25℃(2003)
皮山	12月	3℃	-9℃	1mm	20℃(1978)	20℃(1978)
平果	1月	17℃	11℃	36mm	30℃(2001)	30℃(2001)
平果	2月	19℃	12℃	36mm	32℃(2003)	32℃(2003)
平果	3月	22℃	15℃	65mm	36℃(1996)	36℃(1996)
平果	4月	28℃	20℃	70mm	40℃(2006)	40℃(2006)
平果	5月	31℃	23℃	185mm	40℃(1994)	40℃(1994)
平果	6月	32℃	25℃	230mm	38℃(1998)	38℃(1998)
平果	7月	33℃	25℃	254mm	39℃(2005)	39℃(2005)
平果	8月	33℃	25℃	194mm	39℃(1990)	39℃(1990)
平果	9月	32℃	23℃	98mm	38℃(1992)	38℃(1992)
平果	10月	29℃	20℃	61mm	36℃(2005)	36℃(2005)
